Sample Number (10000 samples per second),GAP (),LRERR (),OUTPUT (),LFTSPEED (),RGTSPEED ()
5430,60.0,40.0,55.55,4.0,115.0
5431,60.0,40.0,55.55,4.0,115.0
5432,66.0,34.0,55.55,4.0,115.0
5433,76.0,24.0,55.55,4.0,115.0
5434,75.0,25.0,55.55,4.0,115.0
5435,83.0,17.0,55.55,4.0,115.0
5436,87.0,13.0,55.55,4.0,115.0
5437,94.0,6.0,55.55,4.0,115.0
5438,97.0,3.0,55.55,4.0,115.0
5439,102.0,-2.0,55.55,115.0,4.0
5440,105.0,-5.0,55.55,115.0,4.0
5441,118.0,-18.0,55.55,115.0,4.0
5442,126.0,-26.0,55.55,115.0,4.0
5443,132.0,-32.0,55.55,115.0,4.0
5444,147.0,-47.0,55.55,115.0,4.0
5445,153.0,-53.0,55.55,115.0,4.0
5446,159.0,-59.0,55.55,115.0,4.0
5447,168.0,-68.0,55.55,115.0,4.0
5448,170.0,-70.0,55.55,115.0,4.0
5449,177.0,-77.0,55.55,115.0,4.0
5450,173.0,-73.0,84.62,144.0,-24.0
5451,174.0,-74.0,84.62,144.0,-24.0
5452,176.0,-76.0,84.62,144.0,-24.0
5453,180.0,-80.0,84.62,144.0,-24.0
5454,179.0,-79.0,84.62,144.0,-24.0
5455,178.0,-78.0,84.62,144.0,-24.0
5456,179.0,-79.0,84.62,144.0,-24.0
5457,182.0,-82.0,84.62,144.0,-24.0
5458,178.0,-78.0,84.62,144.0,-24.0
5459,181.0,-81.0,84.62,144.0,-24.0
5460,176.0,-76.0,84.62,144.0,-24.0
5461,168.0,-68.0,84.62,144.0,-24.0
5462,170.0,-70.0,84.62,144.0,-24.0
5463,160.0,-60.0,84.62,144.0,-24.0
5464,156.0,-56.0,84.62,144.0,-24.0
5465,146.0,-46.0,84.62,144.0,-24.0
5466,138.0,-38.0,84.62,144.0,-24.0
5467,127.0,-27.0,84.62,144.0,-24.0
5468,118.0,-18.0,84.62,144.0,-24.0
5469,109.0,-9.0,84.62,144.0,-24.0
5470,104.0,-4.0,84.62,144.0,-24.0
5471,97.0,3.0,84.62,-24.0,144.0
5472,87.0,13.0,84.62,-24.0,144.0
5473,76.0,24.0,61.84,-1.0,121.0
5474,67.0,33.0,61.84,-1.0,121.0
5475,65.0,35.0,61.84,-1.0,121.0
5476,58.0,42.0,61.84,-1.0,121.0
5477,54.0,46.0,61.84,-1.0,121.0
5478,50.0,50.0,61.84,-1.0,121.0
5479,43.0,57.0,61.84,-1.0,121.0
5480,44.0,56.0,61.84,-1.0,121.0
5481,44.0,56.0,61.84,-1.0,121.0
5482,47.0,53.0,61.84,-1.0,121.0
5483,46.0,54.0,61.84,-1.0,121.0
5484,51.0,49.0,61.84,-1.0,121.0
5485,52.0,48.0,61.84,-1.0,121.0
5486,55.0,45.0,61.84,-1.0,121.0
5487,57.0,43.0,61.84,-1.0,121.0
5488,57.0,43.0,61.84,-1.0,121.0
5489,61.0,39.0,61.84,-1.0,121.0
5490,63.0,37.0,61.84,-1.0,121.0
5491,73.0,27.0,61.84,-1.0,121.0
5492,74.0,26.0,61.84,-1.0,121.0
5493,76.0,24.0,61.84,-1.0,121.0
5494,84.0,16.0,61.84,-1.0,121.0
5495,87.0,13.0,61.84,-1.0,121.0
5496,93.0,7.0,61.84,-1.0,121.0
5497,103.0,-3.0,61.84,121.0,-1.0
5498,113.0,-13.0,61.84,121.0,-1.0
5499,125.0,-25.0,77.24,137.0,-17.0
5500,133.0,-33.0,77.24,137.0,-17.0
5501,140.0,-40.0,77.24,137.0,-17.0
5502,153.0,-53.0,77.24,137.0,-17.0
5503,161.0,-61.0,77.24,137.0,-17.0
5504,161.0,-61.0,77.24,137.0,-17.0
5505,172.0,-72.0,77.24,137.0,-17.0
5506,169.0,-69.0,77.24,137.0,-17.0
5507,169.0,-69.0,77.24,137.0,-17.0
5508,167.0,-67.0,77.24,137.0,-17.0
5509,170.0,-70.0,77.24,137.0,-17.0
5510,165.0,-65.0,77.24,137.0,-17.0
5511,165.0,-65.0,77.24,137.0,-17.0
5512,170.0,-70.0,77.24,137.0,-17.0
5513,167.0,-67.0,77.24,137.0,-17.0
5514,166.0,-66.0,77.24,137.0,-17.0
5515,160.0,-60.0,77.24,137.0,-17.0
5516,158.0,-58.0,77.24,137.0,-17.0
5517,153.0,-53.0,77.24,137.0,-17.0
5518,145.0,-45.0,77.24,137.0,-17.0
5519,137.0,-37.0,77.24,137.0,-17.0
5520,132.0,-32.0,77.24,137.0,-17.0
5521,126.0,-26.0,77.24,137.0,-17.0
5522,118.0,-18.0,71.86,131.0,-11.0
5523,111.0,-11.0,71.86,131.0,-11.0
5524,102.0,-2.0,71.86,131.0,-11.0
5525,98.0,2.0,71.86,-11.0,131.0
5526,91.0,9.0,71.86,-11.0,131.0
5527,83.0,17.0,71.86,-11.0,131.0
5528,78.0,22.0,71.86,-11.0,131.0
5529,72.0,28.0,71.86,-11.0,131.0
5530,69.0,31.0,71.86,-11.0,131.0
5531,63.0,37.0,71.86,-11.0,131.0
5532,60.0,40.0,71.86,-11.0,131.0
5533,58.0,42.0,71.86,-11.0,131.0
5534,57.0,43.0,71.86,-11.0,131.0
5535,60.0,40.0,71.86,-11.0,131.0
5536,57.0,43.0,71.86,-11.0,131.0
5537,59.0,41.0,71.86,-11.0,131.0
5538,59.0,41.0,71.86,-11.0,131.0
5539,61.0,39.0,71.86,-11.0,131.0
5540,65.0,35.0,71.86,-11.0,131.0
5541,68.0,32.0,71.86,-11.0,131.0
5542,75.0,25.0,71.86,-11.0,131.0
5543,82.0,18.0,71.86,-11.0,131.0
5544,91.0,9.0,71.86,-11.0,131.0
5545,94.0,6.0,71.86,-11.0,131.0
5546,102.0,-2.0,71.86,131.0,-11.0
5547,112.0,-12.0,72.18,132.0,-12.0
5548,124.0,-24.0,72.18,132.0,-12.0
5549,130.0,-30.0,72.18,132.0,-12.0
5550,140.0,-40.0,72.18,132.0,-12.0
5551,150.0,-50.0,72.18,132.0,-12.0
5552,153.0,-53.0,72.18,132.0,-12.0
5553,153.0,-53.0,72.18,132.0,-12.0
5554,147.0,-47.0,72.18,132.0,-12.0
5555,143.0,-43.0,72.18,132.0,-12.0
5556,143.0,-43.0,72.18,132.0,-12.0
5557,136.0,-36.0,72.18,132.0,-12.0
5558,132.0,-32.0,72.18,132.0,-12.0
5559,131.0,-31.0,72.18,132.0,-12.0
5560,134.0,-34.0,72.18,132.0,-12.0
5561,130.0,-30.0,72.18,132.0,-12.0
5562,130.0,-30.0,72.18,132.0,-12.0
5563,122.0,-22.0,72.18,132.0,-12.0
5564,115.0,-15.0,72.18,132.0,-12.0
5565,115.0,-15.0,72.18,132.0,-12.0
5566,111.0,-11.0,72.18,132.0,-12.0
5567,102.0,-2.0,72.18,132.0,-12.0
5568,96.0,4.0,72.18,-12.0,132.0
5569,93.0,7.0,72.18,-12.0,132.0
5570,89.0,11.0,70.47,-10.0,130.0
5571,84.0,16.0,70.47,-10.0,130.0
5572,79.0,21.0,70.47,-10.0,130.0
5573,73.0,27.0,70.47,-10.0,130.0
5574,69.0,31.0,70.47,-10.0,130.0
5575,66.0,34.0,70.47,-10.0,130.0
5576,61.0,39.0,70.47,-10.0,130.0
5577,60.0,40.0,70.47,-10.0,130.0
5578,60.0,40.0,70.47,-10.0,130.0
5579,62.0,38.0,70.47,-10.0,130.0
5580,65.0,35.0,70.47,-10.0,130.0
5581,61.0,39.0,70.47,-10.0,130.0
5582,64.0,36.0,70.47,-10.0,130.0
5583,66.0,34.0,70.47,-10.0,130.0
5584,69.0,31.0,70.47,-10.0,130.0
5585,69.0,31.0,70.47,-10.0,130.0
5586,73.0,27.0,70.47,-10.0,130.0
5587,79.0,21.0,70.47,-10.0,130.0
5588,89.0,11.0,70.47,-10.0,130.0
5589,92.0,8.0,70.47,-10.0,130.0
5590,101.0,-1.0,70.47,130.0,-10.0
5591,111.0,-11.0,70.47,130.0,-10.0
5592,124.0,-24.0,70.47,130.0,-10.0
5593,134.0,-34.0,70.47,130.0,-10.0
5594,145.0,-45.0,70.47,130.0,-10.0
5595,155.0,-55.0,80.42,140.0,-20.0
5596,163.0,-63.0,80.42,140.0,-20.0
5597,164.0,-64.0,80.42,140.0,-20.0
5598,163.0,-63.0,80.42,140.0,-20.0
5599,164.0,-64.0,80.42,140.0,-20.0
5600,162.0,-62.0,80.42,140.0,-20.0
5601,165.0,-65.0,80.42,140.0,-20.0
5602,165.0,-65.0,80.42,140.0,-20.0
5603,167.0,-67.0,80.42,140.0,-20.0
5604,170.0,-70.0,80.42,140.0,-20.0
5605,169.0,-69.0,80.42,140.0,-20.0
5606,169.0,-69.0,80.42,140.0,-20.0
5607,167.0,-67.0,80.42,140.0,-20.0
5608,164.0,-64.0,80.42,140.0,-20.0
5609,162.0,-62.0,80.42,140.0,-20.0
5610,159.0,-59.0,80.42,140.0,-20.0
5611,155.0,-55.0,80.42,140.0,-20.0
5612,154.0,-54.0,80.42,140.0,-20.0
5613,149.0,-49.0,80.42,140.0,-20.0
5614,144.0,-44.0,80.42,140.0,-20.0
5615,132.0,-32.0,80.42,140.0,-20.0
5616,130.0,-30.0,80.42,140.0,-20.0
5617,122.0,-22.0,80.42,140.0,-20.0
5618,108.0,-8.0,68.92,128.0,-8.0
5619,105.0,-5.0,68.92,128.0,-8.0
5620,98.0,2.0,68.92,-8.0,128.0
5621,93.0,7.0,68.92,-8.0,128.0
5622,81.0,19.0,68.92,-8.0,128.0
5623,78.0,22.0,68.92,-8.0,128.0
5624,70.0,30.0,68.92,-8.0,128.0
5625,66.0,34.0,68.92,-8.0,128.0
5626,60.0,40.0,68.92,-8.0,128.0
5627,57.0,43.0,68.92,-8.0,128.0
5628,51.0,49.0,68.92,-8.0,128.0
5629,48.0,52.0,68.92,-8.0,128.0
5630,45.0,55.0,68.92,-8.0,128.0
5631,42.0,58.0,68.92,-8.0,128.0
5632,39.0,61.0,68.92,-8.0,128.0
5633,41.0,59.0,68.92,-8.0,128.0
5634,39.0,61.0,68.92,-8.0,128.0
5635,40.0,60.0,68.92,-8.0,128.0
5636,44.0,56.0,68.92,-8.0,128.0
5637,43.0,57.0,68.92,-8.0,128.0
5638,45.0,55.0,68.92,-8.0,128.0
5639,50.0,50.0,68.92,-8.0,128.0
5640,55.0,45.0,68.92,-8.0,128.0
5641,57.0,43.0,68.92,-8.0,128.0
5642,63.0,37.0,68.92,-8.0,128.0
5643,69.0,31.0,68.92,-8.0,128.0
5644,75.0,25.0,70.18,-10.0,130.0
5645,77.0,23.0,70.18,-10.0,130.0
5646,85.0,15.0,70.18,-10.0,130.0
5647,95.0,5.0,70.18,-10.0,130.0
5648,96.0,4.0,70.18,-10.0,130.0
5649,102.0,-2.0,70.18,130.0,-10.0
5650,113.0,-13.0,70.18,130.0,-10.0
5651,118.0,-18.0,70.18,130.0,-10.0
5652,130.0,-30.0,70.18,130.0,-10.0
5653,137.0,-37.0,70.18,130.0,-10.0
5654,145.0,-45.0,70.18,130.0,-10.0
5655,156.0,-56.0,70.18,130.0,-10.0
5656,161.0,-61.0,70.18,130.0,-10.0
5657,165.0,-65.0,70.18,130.0,-10.0
5658,169.0,-69.0,70.18,130.0,-10.0
5659,167.0,-67.0,70.18,130.0,-10.0
5660,170.0,-70.0,70.18,130.0,-10.0
5661,168.0,-68.0,70.18,130.0,-10.0
5662,172.0,-72.0,70.18,130.0,-10.0
5663,169.0,-69.0,70.18,130.0,-10.0
5664,169.0,-69.0,70.18,130.0,-10.0
5665,172.0,-72.0,70.18,130.0,-10.0
5666,171.0,-71.0,70.18,130.0,-10.0
5667,165.0,-65.0,70.18,130.0,-10.0
5668,158.0,-58.0,83.0,143.0,-23.0
5669,151.0,-51.0,83.0,143.0,-23.0
5670,146.0,-46.0,83.0,143.0,-23.0
5671,138.0,-38.0,83.0,143.0,-23.0
5672,133.0,-33.0,83.0,143.0,-23.0
5673,121.0,-21.0,83.0,143.0,-23.0
5674,118.0,-18.0,83.0,143.0,-23.0
5675,113.0,-13.0,83.0,143.0,-23.0
5676,106.0,-6.0,83.0,143.0,-23.0
5677,101.0,-1.0,83.0,143.0,-23.0
5678,94.0,6.0,83.0,-23.0,143.0
5679,89.0,11.0,83.0,-23.0,143.0
5680,81.0,19.0,83.0,-23.0,143.0
5681,77.0,23.0,83.0,-23.0,143.0
5682,70.0,30.0,83.0,-23.0,143.0
5683,62.0,38.0,83.0,-23.0,143.0
5684,55.0,45.0,83.0,-23.0,143.0
5685,55.0,45.0,83.0,-23.0,143.0
5686,49.0,51.0,83.0,-23.0,143.0
5687,47.0,53.0,83.0,-23.0,143.0
5688,47.0,53.0,83.0,-23.0,143.0
5689,48.0,52.0,83.0,-23.0,143.0
5690,45.0,55.0,83.0,-23.0,143.0
5691,47.0,53.0,83.0,-23.0,143.0
5692,51.0,49.0,63.06,-3.0,123.0
5693,51.0,49.0,63.06,-3.0,123.0
5694,53.0,47.0,63.06,-3.0,123.0
5695,59.0,41.0,63.06,-3.0,123.0
5696,64.0,36.0,63.06,-3.0,123.0
5697,70.0,30.0,63.06,-3.0,123.0
5698,76.0,24.0,63.06,-3.0,123.0
5699,82.0,18.0,63.06,-3.0,123.0
5700,88.0,12.0,63.06,-3.0,123.0
5701,94.0,6.0,63.06,-3.0,123.0
5702,102.0,-2.0,63.06,123.0,-3.0
5703,105.0,-5.0,63.06,123.0,-3.0
5704,113.0,-13.0,63.06,123.0,-3.0
5705,122.0,-22.0,63.06,123.0,-3.0
5706,133.0,-33.0,63.06,123.0,-3.0
5707,141.0,-41.0,63.06,123.0,-3.0
5708,148.0,-48.0,63.06,123.0,-3.0
5709,156.0,-56.0,63.06,123.0,-3.0
5710,162.0,-62.0,63.06,123.0,-3.0
5711,163.0,-63.0,63.06,123.0,-3.0
5712,168.0,-68.0,63.06,123.0,-3.0
5713,172.0,-72.0,63.06,123.0,-3.0
5714,174.0,-74.0,63.06,123.0,-3.0
5715,176.0,-76.0,63.06,123.0,-3.0
5716,175.0,-75.0,63.06,123.0,-3.0
5717,176.0,-76.0,87.95,147.0,-27.0
5718,175.0,-75.0,87.95,147.0,-27.0
5719,176.0,-76.0,87.95,147.0,-27.0
5720,167.0,-67.0,87.95,147.0,-27.0
5721,164.0,-64.0,87.95,147.0,-27.0
5722,160.0,-60.0,87.95,147.0,-27.0
5723,154.0,-54.0,87.95,147.0,-27.0
5724,152.0,-52.0,87.95,147.0,-27.0
5725,148.0,-48.0,87.95,147.0,-27.0
5726,144.0,-44.0,87.95,147.0,-27.0
5727,138.0,-38.0,87.95,147.0,-27.0
5728,131.0,-31.0,87.95,147.0,-27.0
5729,123.0,-23.0,87.95,147.0,-27.0
5730,119.0,-19.0,87.95,147.0,-27.0
5731,109.0,-9.0,87.95,147.0,-27.0
5732,103.0,-3.0,87.95,147.0,-27.0
5733,99.0,1.0,87.95,-27.0,147.0
5734,90.0,10.0,87.95,-27.0,147.0
5735,85.0,15.0,87.95,-27.0,147.0
5736,73.0,27.0,87.95,-27.0,147.0
5737,69.0,31.0,87.95,-27.0,147.0
5738,59.0,41.0,87.95,-27.0,147.0
5739,57.0,43.0,87.95,-27.0,147.0
5740,51.0,49.0,87.95,-27.0,147.0
5741,49.0,51.0,61.6,-1.0,121.0
5742,45.0,55.0,61.6,-1.0,121.0
5743,42.0,58.0,61.6,-1.0,121.0
5744,42.0,58.0,61.6,-1.0,121.0
5745,47.0,53.0,61.6,-1.0,121.0
5746,50.0,50.0,61.6,-1.0,121.0
5747,52.0,48.0,61.6,-1.0,121.0
5748,56.0,44.0,61.6,-1.0,121.0
5749,58.0,42.0,61.6,-1.0,121.0
5750,64.0,36.0,61.6,-1.0,121.0
5751,68.0,32.0,61.6,-1.0,121.0
5752,75.0,25.0,61.6,-1.0,121.0
5753,82.0,18.0,61.6,-1.0,121.0
5754,90.0,10.0,61.6,-1.0,121.0
5755,95.0,5.0,61.6,-1.0,121.0
5756,103.0,-3.0,61.6,121.0,-1.0
5757,112.0,-12.0,61.6,121.0,-1.0
5758,125.0,-25.0,61.6,121.0,-1.0
5759,132.0,-32.0,61.6,121.0,-1.0
5760,143.0,-43.0,61.6,121.0,-1.0
5761,151.0,-51.0,61.6,121.0,-1.0
5762,159.0,-59.0,61.6,121.0,-1.0
5763,168.0,-68.0,61.6,121.0,-1.0
5764,178.0,-78.0,61.6,121.0,-1.0
5765,181.0,-81.0,61.6,121.0,-1.0
5766,184.0,-84.0,89.61,149.0,-29.0
5767,187.0,-87.0,89.61,149.0,-29.0
5768,191.0,-91.0,89.61,149.0,-29.0
5769,199.0,-99.0,89.61,149.0,-29.0
5770,207.0,-107.0,89.61,149.0,-29.0
5771,210.0,-110.0,89.61,149.0,-29.0
5772,210.0,-110.0,89.61,149.0,-29.0
5773,217.0,-117.0,89.61,149.0,-29.0
5774,218.0,-118.0,89.61,149.0,-29.0
5775,219.0,-119.0,89.61,149.0,-29.0
5776,217.0,-117.0,89.61,149.0,-29.0
5777,220.0,-120.0,89.61,149.0,-29.0
5778,218.0,-118.0,89.61,149.0,-29.0
5779,225.0,-125.0,89.61,149.0,-29.0
5780,224.0,-124.0,89.61,149.0,-29.0
5781,225.0,-125.0,89.61,149.0,-29.0
5782,222.0,-122.0,89.61,149.0,-29.0
5783,216.0,-116.0,89.61,149.0,-29.0
5784,218.0,-118.0,89.61,149.0,-29.0
5785,215.0,-115.0,89.61,149.0,-29.0
5786,213.0,-113.0,89.61,149.0,-29.0
5787,211.0,-111.0,89.61,149.0,-29.0
5788,210.0,-110.0,79.5,139.0,-19.0
5789,206.0,-106.0,79.5,139.0,-19.0
5790,201.0,-101.0,79.5,139.0,-19.0
5791,199.0,-99.0,79.5,139.0,-19.0
5792,192.0,-92.0,79.5,139.0,-19.0
5793,184.0,-84.0,79.5,139.0,-19.0
5794,180.0,-80.0,79.5,139.0,-19.0
5795,171.0,-71.0,79.5,139.0,-19.0
5796,165.0,-65.0,79.5,139.0,-19.0
5797,155.0,-55.0,79.5,139.0,-19.0
5798,150.0,-50.0,79.5,139.0,-19.0
5799,144.0,-44.0,79.5,139.0,-19.0
5800,138.0,-38.0,79.5,139.0,-19.0
5801,130.0,-30.0,79.5,139.0,-19.0
5802,127.0,-27.0,79.5,139.0,-19.0
5803,119.0,-19.0,79.5,139.0,-19.0
5804,115.0,-15.0,79.5,139.0,-19.0
5805,111.0,-11.0,79.5,139.0,-19.0
5806,110.0,-10.0,79.5,139.0,-19.0
5807,101.0,-1.0,79.5,139.0,-19.0
5808,97.0,3.0,79.5,-19.0,139.0
5809,88.0,12.0,79.5,-19.0,139.0
5810,82.0,18.0,79.5,-19.0,139.0
5811,75.0,25.0,62.24,-2.0,122.0
5812,71.0,29.0,62.24,-2.0,122.0
5813,66.0,34.0,62.24,-2.0,122.0
5814,66.0,34.0,62.24,-2.0,122.0
5815,63.0,37.0,62.24,-2.0,122.0
5816,63.0,37.0,62.24,-2.0,122.0
5817,64.0,36.0,62.24,-2.0,122.0
5818,66.0,34.0,62.24,-2.0,122.0
5819,71.0,29.0,62.24,-2.0,122.0
5820,76.0,24.0,62.24,-2.0,122.0
5821,85.0,15.0,62.24,-2.0,122.0
5822,88.0,12.0,62.24,-2.0,122.0
5823,96.0,4.0,62.24,-2.0,122.0
5824,104.0,-4.0,62.24,122.0,-2.0
5825,118.0,-18.0,62.24,122.0,-2.0
5826,126.0,-26.0,62.24,122.0,-2.0
5827,139.0,-39.0,62.24,122.0,-2.0
5828,153.0,-53.0,62.24,122.0,-2.0
5829,172.0,-72.0,62.24,122.0,-2.0
5830,184.0,-84.0,62.24,122.0,-2.0
5831,194.0,-94.0,62.24,122.0,-2.0
5832,209.0,-109.0,62.24,122.0,-2.0
5833,216.0,-116.0,62.24,122.0,-2.0
5834,218.0,-118.0,62.24,122.0,-2.0
5835,218.0,-118.0,62.24,122.0,-2.0
5836,223.0,-123.0,92.57,152.0,-32.0
5837,227.0,-127.0,92.57,152.0,-32.0
5838,233.0,-133.0,92.57,152.0,-32.0
5839,232.0,-132.0,92.57,152.0,-32.0
5840,232.0,-132.0,92.57,152.0,-32.0
5841,228.0,-128.0,92.57,152.0,-32.0
5842,226.0,-126.0,92.57,152.0,-32.0
5843,225.0,-125.0,92.57,152.0,-32.0
5844,223.0,-123.0,92.57,152.0,-32.0
5845,221.0,-121.0,92.57,152.0,-32.0
5846,217.0,-117.0,92.57,152.0,-32.0
5847,217.0,-117.0,92.57,152.0,-32.0
5848,215.0,-115.0,92.57,152.0,-32.0
5849,212.0,-112.0,92.57,152.0,-32.0
5850,216.0,-116.0,92.57,152.0,-32.0
5851,214.0,-114.0,92.57,152.0,-32.0
5852,213.0,-113.0,92.57,152.0,-32.0
5853,215.0,-115.0,92.57,152.0,-32.0
5854,218.0,-118.0,92.57,152.0,-32.0
5855,213.0,-113.0,92.57,152.0,-32.0
5856,214.0,-114.0,92.57,152.0,-32.0
5857,214.0,-114.0,92.57,152.0,-32.0
5858,211.0,-111.0,76.98,136.0,-16.0
5859,208.0,-108.0,76.98,136.0,-16.0
5860,208.0,-108.0,76.98,136.0,-16.0
5861,211.0,-111.0,76.98,136.0,-16.0
5862,211.0,-111.0,76.98,136.0,-16.0
5863,210.0,-110.0,76.98,136.0,-16.0
5864,209.0,-109.0,76.98,136.0,-16.0
5865,209.0,-109.0,76.98,136.0,-16.0
5866,203.0,-103.0,76.98,136.0,-16.0
5867,205.0,-105.0,76.98,136.0,-16.0
5868,206.0,-106.0,76.98,136.0,-16.0
5869,207.0,-107.0,76.98,136.0,-16.0
5870,202.0,-102.0,76.98,136.0,-16.0
5871,207.0,-107.0,76.98,136.0,-16.0
5872,204.0,-104.0,76.98,136.0,-16.0
5873,199.0,-99.0,76.98,136.0,-16.0
5874,203.0,-103.0,76.98,136.0,-16.0
5875,204.0,-104.0,76.98,136.0,-16.0
5876,202.0,-102.0,76.98,136.0,-16.0
5877,203.0,-103.0,76.98,136.0,-16.0
5878,202.0,-102.0,76.98,136.0,-16.0
5879,198.0,-98.0,76.98,136.0,-16.0
5880,195.0,-95.0,76.91,136.0,-16.0
5881,191.0,-91.0,76.91,136.0,-16.0
5882,188.0,-88.0,76.91,136.0,-16.0
5883,191.0,-91.0,76.91,136.0,-16.0
5884,188.0,-88.0,76.91,136.0,-16.0
5885,186.0,-86.0,76.91,136.0,-16.0
5886,186.0,-86.0,76.91,136.0,-16.0
5887,181.0,-81.0,76.91,136.0,-16.0
5888,180.0,-80.0,76.91,136.0,-16.0
5889,176.0,-76.0,76.91,136.0,-16.0
5890,175.0,-75.0,76.91,136.0,-16.0
5891,171.0,-71.0,76.91,136.0,-16.0
5892,166.0,-66.0,76.91,136.0,-16.0
5893,167.0,-67.0,76.91,136.0,-16.0
5894,165.0,-65.0,76.91,136.0,-16.0
5895,163.0,-63.0,76.91,136.0,-16.0
5896,165.0,-65.0,76.91,136.0,-16.0
5897,162.0,-62.0,76.91,136.0,-16.0
5898,161.0,-61.0,76.91,136.0,-16.0
5899,157.0,-57.0,76.91,136.0,-16.0
5900,152.0,-52.0,76.91,136.0,-16.0
5901,144.0,-44.0,76.91,136.0,-16.0
5902,140.0,-40.0,76.91,136.0,-16.0
5903,128.0,-28.0,71.46,131.0,-11.0
5904,121.0,-21.0,71.46,131.0,-11.0
5905,114.0,-14.0,71.46,131.0,-11.0
5906,108.0,-8.0,71.46,131.0,-11.0
5907,109.0,-9.0,71.46,131.0,-11.0
5908,102.0,-2.0,71.46,131.0,-11.0
5909,101.0,-1.0,71.46,131.0,-11.0
5910,91.0,9.0,71.46,-11.0,131.0
5911,91.0,9.0,71.46,-11.0,131.0
5912,86.0,14.0,71.46,-11.0,131.0
5913,80.0,20.0,71.46,-11.0,131.0
5914,73.0,27.0,71.46,-11.0,131.0
5915,69.0,31.0,71.46,-11.0,131.0
5916,67.0,33.0,71.46,-11.0,131.0
5917,66.0,34.0,71.46,-11.0,131.0
5918,71.0,29.0,71.46,-11.0,131.0
5919,72.0,28.0,71.46,-11.0,131.0
5920,78.0,22.0,71.46,-11.0,131.0
5921,87.0,13.0,71.46,-11.0,131.0
5922,97.0,3.0,71.46,-11.0,131.0
5923,111.0,-11.0,71.46,131.0,-11.0
5924,124.0,-24.0,71.46,131.0,-11.0
5925,134.0,-34.0,71.46,131.0,-11.0
5926,148.0,-48.0,71.46,131.0,-11.0
5927,161.0,-61.0,82.19,142.0,-22.0
5928,179.0,-79.0,82.19,142.0,-22.0
5929,193.0,-93.0,82.19,142.0,-22.0
5930,205.0,-105.0,82.19,142.0,-22.0
5931,212.0,-112.0,82.19,142.0,-22.0
5932,224.0,-124.0,82.19,142.0,-22.0
5933,229.0,-129.0,82.19,142.0,-22.0
5934,243.0,-143.0,82.19,142.0,-22.0
5935,253.0,-153.0,82.19,142.0,-22.0
5936,257.0,-157.0,82.19,142.0,-22.0
5937,263.0,-163.0,82.19,142.0,-22.0
5938,268.0,-168.0,82.19,142.0,-22.0
5939,269.0,-169.0,82.19,142.0,-22.0
5940,279.0,-179.0,82.19,142.0,-22.0
5941,281.0,-181.0,82.19,142.0,-22.0
5942,282.0,-182.0,82.19,142.0,-22.0
5943,290.0,-190.0,82.19,142.0,-22.0
5944,292.0,-192.0,82.19,142.0,-22.0
5945,297.0,-197.0,82.19,142.0,-22.0
5946,295.0,-195.0,82.19,142.0,-22.0
5947,300.0,-200.0,82.19,142.0,-22.0
5948,301.0,-201.0,82.19,142.0,-22.0
5949,305.0,-205.0,95.49,155.0,-35.0
5950,312.0,-212.0,95.49,155.0,-35.0
5951,315.0,-215.0,95.49,155.0,-35.0
5952,317.0,-217.0,95.49,155.0,-35.0
5953,312.0,-212.0,95.49,155.0,-35.0
5954,311.0,-211.0,95.49,155.0,-35.0
5955,313.0,-213.0,95.49,155.0,-35.0
5956,311.0,-211.0,95.49,155.0,-35.0
5957,312.0,-212.0,95.49,155.0,-35.0
5958,307.0,-207.0,95.49,155.0,-35.0
5959,301.0,-201.0,95.49,155.0,-35.0
5960,303.0,-203.0,95.49,155.0,-35.0
5961,298.0,-198.0,95.49,155.0,-35.0
5962,293.0,-193.0,95.49,155.0,-35.0
5963,291.0,-191.0,95.49,155.0,-35.0
5964,283.0,-183.0,95.49,155.0,-35.0
5965,278.0,-178.0,95.49,155.0,-35.0
5966,268.0,-168.0,95.49,155.0,-35.0
5967,260.0,-160.0,95.49,155.0,-35.0
5968,261.0,-161.0,95.49,155.0,-35.0
5969,261.0,-161.0,95.49,155.0,-35.0
5970,254.0,-154.0,95.49,155.0,-35.0
5971,252.0,-152.0,75.89,135.0,-15.0
5972,247.0,-147.0,75.89,135.0,-15.0
5973,241.0,-141.0,75.89,135.0,-15.0
5974,238.0,-138.0,75.89,135.0,-15.0
5975,235.0,-135.0,75.89,135.0,-15.0
5976,230.0,-130.0,75.89,135.0,-15.0
5977,228.0,-128.0,75.89,135.0,-15.0
5978,226.0,-126.0,75.89,135.0,-15.0
5979,223.0,-123.0,75.89,135.0,-15.0
5980,227.0,-127.0,75.89,135.0,-15.0
5981,228.0,-128.0,75.89,135.0,-15.0
5982,225.0,-125.0,75.89,135.0,-15.0
5983,228.0,-128.0,75.89,135.0,-15.0
5984,224.0,-124.0,75.89,135.0,-15.0
5985,220.0,-120.0,75.89,135.0,-15.0
5986,220.0,-120.0,75.89,135.0,-15.0
5987,213.0,-113.0,75.89,135.0,-15.0
5988,213.0,-113.0,75.89,135.0,-15.0
5989,209.0,-109.0,75.89,135.0,-15.0
5990,204.0,-104.0,75.89,135.0,-15.0
5991,203.0,-103.0,75.89,135.0,-15.0
5992,196.0,-96.0,75.89,135.0,-15.0
5993,194.0,-94.0,75.3,135.0,-15.0
5994,190.0,-90.0,75.3,135.0,-15.0
5995,182.0,-82.0,75.3,135.0,-15.0
